,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.45557236671447754,0.0031914710998535156,0.5,0.5,logistic,1e-06,"(20, 20)",0.001,"{'NN__alpha': 1e-06, 'NN__hidden_layer_sizes': (20, 20), 'NN__activation': 'logistic', 'NN__learning_rate_init': 0.001}",1,0.5,0.5000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06347070585801246,0.00039887432558979505,0.0,4.965068306494546e-17
