,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
33,0.45871610641479493,0.10566487312316894,0.0,0.0,0.1,"(50,)",7,"{'filter__n': 7, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015146099538808444,0.0023814563796965517,0.0,0.0
34,0.4179999351501465,0.10996599197387695,0.3082595395586425,0.3605278703955356,0.1,"(50,)",8,"{'filter__n': 8, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",79,0.3956660293180372,0.463305390191552,0.4482094724682328,0.4321631176518949,0.2342233009708737,0.2914574666475392,0.23316218665055866,0.30356187827575076,0.22799763733018302,0.312151499210941,0.05590957944266962,0.0047280564102530195,0.0947333421199337,0.07218163955742841
35,0.4220949649810791,0.10527548789978028,0.0,0.0,0.1,"(50,)",9,"{'filter__n': 9, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04898686144278892,0.0018242229640742299,0.0,0.0
36,0.4047128200531006,0.10756044387817383,0.23884032603802394,0.2809065885280158,0.1,"(50,)",10,"{'filter__n': 10, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",92,0.6499162479061977,0.7779898660373415,0.0618819776714514,0.17897661495716588,0.12379730596536237,0.12248288958341552,0.23211064341551405,0.21747681933127236,0.12439574605220749,0.1076067527308836,0.046702189434862366,0.003759368969515511,0.2133799940486565,0.25164885908206375
37,0.5138824462890625,0.10857176780700684,0.5172239274891764,0.5461026937015075,0.1,"(50,)",11,"{'filter__n': 11, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",53,0.321546961325967,0.5386134014632441,0.3638312123241797,0.3814912825574566,0.5266030013642564,0.5510732734461387,0.7475790832795352,0.6280231747071127,0.6296900489396411,0.6313123363335856,0.047931922301235136,0.009476713734829601,0.15982187034788242,0.09071864333833458
38,0.473368501663208,0.10552034378051758,0.5934926980055402,0.626848775389311,0.1,"(50,)",12,"{'filter__n': 12, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",27,0.7182968219685283,0.7660185649774199,0.22753261985046197,0.26961981164980797,0.61675416571559,0.7535751767041355,0.8480275097908109,0.7395281288218505,0.5590152063721942,0.6055021947933412,0.07379220006044356,0.0024651879011804287,0.20812710539017332,0.18771928875409638
39,0.4807769775390625,0.10905313491821289,0.5934926980055402,0.626848775389311,0.1,"(50,)",13,"{'filter__n': 13, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",27,0.7182968219685283,0.7660185649774199,0.22753261985046197,0.26961981164980797,0.61675416571559,0.7535751767041355,0.8480275097908109,0.7395281288218505,0.5590152063721942,0.6055021947933412,0.06327319405300037,0.004922293551035403,0.20812710539017332,0.18771928875409638
40,0.4962759494781494,0.10626530647277832,0.5934926980055402,0.626848775389311,0.1,"(50,)",14,"{'filter__n': 14, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",27,0.7182968219685283,0.7660185649774199,0.22753261985046197,0.26961981164980797,0.61675416571559,0.7535751767041355,0.8480275097908109,0.7395281288218505,0.5590152063721942,0.6055021947933412,0.05956290339820164,0.0036054749491844684,0.20812710539017332,0.18771928875409638
41,0.4787853240966797,0.11098642349243164,0.5934926980055402,0.626848775389311,0.1,"(50,)",15,"{'filter__n': 15, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",27,0.7182968219685283,0.7660185649774199,0.22753261985046197,0.26961981164980797,0.61675416571559,0.7535751767041355,0.8480275097908109,0.7395281288218505,0.5590152063721942,0.6055021947933412,0.062379020680874184,0.007452546175356347,0.20812710539017332,0.18771928875409638
42,0.4551218509674072,0.10622539520263671,0.0,0.0,0.1,"(20, 20)",2,"{'filter__n': 2, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01964690826669693,0.002411687442674163,0.0,0.0
43,0.44901537895202637,0.11092820167541503,0.0,0.0,0.1,"(20, 20)",3,"{'filter__n': 3, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01232871358493082,0.006037350953583433,0.0,0.0
44,0.37650423049926757,0.10989913940429688,0.0,0.0,0.1,"(20, 20)",4,"{'filter__n': 4, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587958612528174,0.005417909741957943,0.0,0.0
45,0.4951338291168213,0.10844058990478515,0.0,0.0,0.1,"(20, 20)",5,"{'filter__n': 5, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04921423662303585,0.007340894724792597,0.0,0.0
46,0.43122005462646484,0.10789732933044434,0.0,0.0,0.1,"(20, 20)",6,"{'filter__n': 6, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04749232226177339,0.0043910979888035495,0.0,0.0
