,0,1,2,3,4,5,6,7,8,9
2,0.7432050870692894,0.6055361940112027,0.555600339440054,0.6916792443439816,0.6835023351398017,0.42729913755129756,0.4619885448957505,0.5147623139348037,0.6461720087658603,0.3130851143236173
3,0.7802807271100328,0.612105192675033,0.6324268972230068,0.7310275065708358,0.7617557622011751,0.6996169491078829,0.4723818151329757,0.6713297920126593,0.634950406857187,0.5493487969982785
4,0.7769558333002659,0.6940483193344169,0.7451098271140579,0.735304669549155,0.6780470264660723,0.7806489095430574,0.8414143981602561,0.6791459247954245,0.7465382797608999,0.7014514861167355
5,0.8542342050126348,0.805845191940168,0.8147043989100762,0.7645210298598085,0.8378043345588402,0.7848170331856106,0.7290215267420552,0.602341240808288,0.7328661652895488,0.8199288122484496
6,0.7415097473743234,0.7016181019215424,0.835120850726327,0.7782431636379809,0.8483222097477822,0.767428828267417,0.8042829414406123,0.7080026007146104,0.798809093719481,0.8296056806342577
7,0.84739214357758,0.7640813913885928,0.8214515134945877,0.8267336229582611,0.8456458573026022,0.7352911531729744,0.8311530860934998,0.7971208664087788,0.8484636934431891,0.7657970161171908
8,0.8620450399876657,0.8626547043001564,0.833581061442096,0.859725129728107,0.8971133114618581,0.8463692730010852,0.86786217751463,0.8396697861583284,0.822702903202295,0.881461969774229
9,0.8522766602215781,0.8886960512938596,0.8509492333502957,0.8925948319835494,0.8736960616410693,0.7902965170970624,0.8982122442740087,0.8056593234136976,0.8703231795991888,0.8857696678166774
10,0.8742964489915328,0.8562270691889443,0.8719971127674279,0.8357054478310239,0.8819592684765177,0.8543651385688775,0.85499417368291,0.8127343697873852,0.8885577427045158,0.8788269954592158
11,0.8717392201044283,0.8737558893070226,0.8465768026651529,0.8711417169023568,0.8793094104959723,0.8951759105966811,0.9004739747283239,0.8545866358661254,0.87223584555427,0.8744871030686533
12,0.8659487532520641,0.9051290770023763,0.884298041855703,0.9147585982095157,0.8956049168797194,0.8965316257167775,0.8932108160702491,0.8626536774405357,0.8903562098066614,0.8971272282131068
13,0.8988576796777049,0.8826065658475308,0.9155634058523318,0.8986587864075465,0.9114250758219096,0.903072586206975,0.9067584410733686,0.864684707550169,0.8770459163901226,0.8959452374774474
14,0.9228625990209006,0.8913581309746325,0.8961945926193622,0.8732070986808247,0.8804049278170362,0.8914393404298971,0.8949169631385038,0.8187974527341326,0.9036942037619876,0.8646130704162653
15,0.9045175795556691,0.9395902790217411,0.9072443462049224,0.89046052976818,0.8952009549690633,0.912019825966978,0.9099317628418085,0.8564828885567892,0.9012976885563858,0.9263404910059032
