1,2.848705280378653
2,2.0917558482082024
3,1.9299434291392807
4,1.580556847960434
5,1.4715780716587574
6,1.436746206157541
7,1.3700161964287887
8,1.312860483864768
9,1.1865279074910873
10,1.13973855110019
11,1.123943451819672
12,1.1138914363199426
13,1.0805521197857626
14,1.0635412210920436
15,1.0500197525193804
16,1.0420832773620075
17,1.0212451221988856
18,1.0122850128438319
19,0.9998192288524841
20,0.9880567541901328
21,0.9785869220529918
22,0.9649274952577932
23,0.9524129988516215
24,0.9084821821393539
25,0.8843034678045861
26,0.8535227753073034
27,0.7543013146296447
28,0.6903385104022145
29,0.6060909874968086
30,0.5434330862805108
31,0.4205974260787386
32,0.32077436615229815
33,0.12485835410949384
34,0.06967807073679684
35,0.03984713442107169
36,0.025683900266936097
