,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.9871063709259034,0.00719146728515625,0.7401781013768471,0.7417371563627752,logistic,1e-06,"(100,)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 1e-06, 'NN__learning_rate_init': 0.016, 'NN__hidden_layer_sizes': (100,)}",1,0.7230406024194591,0.7312006002879551,0.7424931878964729,0.7397952397267176,0.7523136500175083,0.7458703715819194,0.7439242588863574,0.7462277552585894,0.7391263775155495,0.7455918149586943,0.2516533608643166,0.00039405103798776563,0.009607701705824753,0.005777497616116725
