,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.026129913330078126,0.0009972095489501954,0.0,0.0,logistic,0.001,"(20, 20)",0.001,"{'NN__hidden_layer_sizes': (20, 20), 'NN__learning_rate_init': 0.001, 'NN__activation': 'logistic', 'NN__alpha': 0.001}",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007464931689534735,1.9073486328124998e-07,0.0,0.0
